condition,err_sh,err_sym,err_eff,err_mrg,err_null,err_add,rating
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.33333333333333365,0.0,0.33333333333333365,0.0,0.0,0.0,3
shapley,0.5000000000000003,0.0,0.33333333333333287,0.16666666666666638,0.0,0.16666666666666638,2
shapley,1.4999999999999996,0.0,1.3333333333333335,0.1666666666666663,0.0,0.1666666666666663,3
shapley,1.3333333333333344,0.0,1.333333333333334,4.930380657631324e-32,0.0,4.930380657631324e-32,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.5,0.0,0.33333333333333337,0.16666666666666638,0.0,0.16666666666666638,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
equal,37.5,0.0,0.0,37.5,0.0,37.5,1
equal,4.166666666666665,0.0,0.0,4.166666666666665,0.0,4.166666666666665,1
equal,18.0,0.0,1.3333333333333346,16.666666666666664,0.0,16.666666666666664,1
equal,4.166666666666666,0.0,0.0,4.166666666666666,0.0,4.166666666666666,1
equal,4.166666666666665,0.0,0.0,4.166666666666665,0.0,4.166666666666665,2
equal,5.500000000000003,0.0,1.3333333333333346,4.16666666666667,0.0,4.16666666666667,2
equal,13.833333333333329,0.0,1.3333333333333346,12.499999999999996,0.0,12.499999999999996,2
equal,38.83333333333333,0.0,1.3333333333333346,37.49999999999999,0.0,37.49999999999999,2
equal,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,2
equal,68.0,0.0,1.3333333333333346,66.66666666666667,0.0,66.66666666666667,2
equal,55.5,0.0,1.3333333333333346,54.166666666666664,0.0,54.166666666666664,2
equal,4.166666666666666,0.0,0.0,4.166666666666666,0.0,4.166666666666666,2
equal,18.0,0.0,1.3333333333333346,16.666666666666664,0.0,16.666666666666664,2
equal,5.500000000000003,0.0,1.3333333333333346,4.16666666666667,0.0,4.16666666666667,2
unfair,84.5,0.0,0.0,84.5,0.0,84.5,2
unfair,116.66666666666667,0.0,0.0,116.66666666666667,0.0,116.66666666666667,2
unfair,67.83333333333333,0.0,1.3333333333333335,66.5,0.0,66.5,2
unfair,15.5,4.5,0.33333333333333365,10.666666666666668,0.0,10.666666666666668,2
unfair,9.5,0.0,1.3333333333333335,8.166666666666668,0.0,8.166666666666668,2
unfair,50.0,12.5,0.0,37.5,0.0,37.5,2
unfair,12.0,10.666666666666666,1.3333333333333346,0.0,0.0,0.0,2
unfair,42.00000000000001,8.0,1.333333333333334,32.66666666666668,0.0,32.66666666666668,2
unfair,9.5,8.0,1.333333333333334,0.16666666666666607,0.0,0.16666666666666607,2
unfair,44.5,0.0,1.3333333333333335,43.16666666666667,0.0,43.16666666666667,2
unfair,50.0,12.5,0.0,37.5,0.0,37.5,2
unfair,12.0,10.666666666666666,1.3333333333333346,0.0,0.0,0.0,2
unfair,29.499999999999996,0.0,1.3333333333333335,28.16666666666667,0.0,28.16666666666667,2
unfair,44.5,0.0,1.3333333333333335,43.16666666666667,0.0,43.16666666666667,2
proportional,1.8333333333333353,0.0,0.3333333333333327,1.5000000000000018,0.0,1.5000000000000018,2
proportional,5.5,0.0,0.3333333333333327,5.166666666666666,0.0,5.166666666666666,1
proportional,3.333333333333334,2.0,1.3333333333333346,0.0,0.0,0.0,2
proportional,36.5,0.0,1.333333333333334,35.166666666666664,10.666666666666664,24.5,3
proportional,5.833333333333331,0.0,1.3333333333333321,4.499999999999997,0.0,4.499999999999997,3
proportional,6.833333333333337,0.5,0.33333333333333337,6.0,0.0,6.0,3
proportional,1.5,0.5,0.33333333333333337,0.6666666666666655,0.0,0.6666666666666655,3
proportional,2.5,0.0,0.3333333333333339,2.166666666666668,0.0,2.166666666666668,3
proportional,4.833333333333337,0.0,0.3333333333333339,4.5,0.0,4.5,3
proportional,5.0,2.0,0.3333333333333339,2.6666666666666643,0.0,2.6666666666666643,3
proportional,4.9999999999999964,0.0,0.33333333333333454,4.666666666666663,0.0,4.666666666666663,3
proportional,3.333333333333334,2.0,1.3333333333333346,0.0,0.0,0.0,2
proportional,7.5000000000000036,2.0,1.3333333333333346,4.16666666666667,0.0,4.16666666666667,3
proportional,13.499999999999993,0.0,0.3333333333333327,13.166666666666663,0.0,13.166666666666663,3
proportional,7.5,0.0,0.33333333333333415,7.166666666666669,0.0,7.166666666666669,2
proportional,2.5,0.5,1.3333333333333341,0.6666666666666663,0.6666666666666663,0.0,2
proportional,13.5,0.0,1.3333333333333315,12.166666666666666,4.166666666666668,8.0,2
proportional,1.833333333333335,0.0,0.33333333333333287,1.5000000000000018,0.0,1.5000000000000018,2
proportional,6.0,0.5,1.3333333333333315,4.166666666666668,4.166666666666668,0.0,3
proportional,4.833333333333336,0.0,0.33333333333333426,4.5,0.0,4.5,2
proportional,3.5000000000000027,0.0,1.3333333333333315,2.1666666666666683,0.0,2.1666666666666683,3
proportional,2.833333333333331,0.0,1.3333333333333315,1.4999999999999996,0.0,1.4999999999999996,2
proportional,5.5,4.5,0.3333333333333327,0.6666666666666667,0.0,0.6666666666666667,1
proportional,1.8333333333333344,0.0,1.3333333333333328,0.5000000000000004,0.0,0.5000000000000004,3
proportional,3.333333333333331,0.5,1.3333333333333315,1.4999999999999996,0.0,1.4999999999999996,3
proportional,1.833333333333335,0.0,0.33333333333333287,1.5000000000000018,0.0,1.5000000000000018,1
proportional,3.8333333333333357,0.0,0.33333333333333365,3.5000000000000018,0.0,3.5000000000000018,2
proportional,9.33333333333333,0.0,1.3333333333333315,7.9999999999999964,0.0,7.9999999999999964,3
equal,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,2
equal,12.5,0.0,0.0,12.5,0.0,12.5,2
equal,12.5,0.0,0.0,12.5,0.0,12.5,2
equal,4.166666666666666,0.0,0.0,4.166666666666666,0.0,4.166666666666666,2
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,2
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,2
equal,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,1
equal,18.000000000000004,0.0,1.3333333333333346,16.66666666666667,0.0,16.66666666666667,3
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,3
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,3
equal,5.500000000000003,0.0,1.3333333333333346,4.16666666666667,0.0,4.16666666666667,3
equal,16.666666666666664,0.0,0.0,16.666666666666664,0.0,16.666666666666664,3
equal,30.500000000000007,0.0,1.3333333333333346,29.16666666666667,0.0,29.16666666666667,3
equal,1.3333333333333346,0.0,1.3333333333333346,0.0,0.0,0.0,2
unfair,55.5,0.0,0.33333333333333337,55.166666666666664,42.66666666666667,12.5,3
unfair,55.5,0.0,0.33333333333333337,55.166666666666664,42.66666666666667,12.5,3
unfair,42.00000000000001,8.0,1.333333333333334,32.66666666666668,0.0,32.66666666666668,3
unfair,12.0,10.666666666666666,1.3333333333333346,0.0,0.0,0.0,2
unfair,79.16666666666667,0.0,0.0,79.16666666666667,0.0,79.16666666666667,2
unfair,129.16666666666669,0.0,0.0,129.16666666666669,0.0,129.16666666666669,3
unfair,104.16666666666669,0.0,0.0,104.16666666666669,0.0,104.16666666666669,3
unfair,66.66666666666666,0.0,0.0,66.66666666666666,0.0,66.66666666666666,3
unfair,37.5,0.0,0.0,37.5,0.0,37.5,3
unfair,89.5,0.0,1.3333333333333333,88.16666666666667,88.16666666666667,0.0,3
unfair,54.16666666666666,0.0,0.0,54.16666666666666,0.0,54.16666666666666,3
unfair,44.5,0.0,1.3333333333333333,43.16666666666667,0.0,43.16666666666667,3
unfair,66.66666666666666,0.0,0.0,66.66666666666666,0.0,66.66666666666666,3
unfair,37.5,0.0,0.0,37.5,0.0,37.5,3
proportional,12.499999999999995,0.0,0.3333333333333339,12.16666666666666,0.0,12.16666666666666,3
proportional,5.5,0.0,0.33333333333333337,5.166666666666665,0.0,5.166666666666665,3
proportional,7.3333333333333295,0.0,1.3333333333333335,6.0,0.0,6.0,3
proportional,4.5,0.0,1.3333333333333328,3.166666666666668,0.0,3.166666666666668,3
proportional,13.499999999999993,0.0,0.33333333333333337,13.166666666666657,0.0,13.166666666666657,3
proportional,8.5,0.0,1.3333333333333321,7.1666666666666705,0.0,7.1666666666666705,3
proportional,4.999999999999997,0.0,0.3333333333333339,4.666666666666665,0.0,4.666666666666665,3
proportional,5.500000000000003,0.0,1.3333333333333335,4.166666666666672,0.0,4.166666666666672,3
proportional,2.5000000000000027,0.0,1.3333333333333335,1.1666666666666683,0.0,1.1666666666666683,3
proportional,11.833333333333329,0.0,1.3333333333333321,10.499999999999996,0.0,10.499999999999996,3
proportional,9.500000000000004,0.0,1.3333333333333321,8.166666666666673,0.0,8.166666666666673,3
proportional,3.333333333333334,2.0,1.3333333333333346,0.0,0.0,0.0,3
proportional,1.8333333333333353,0.0,0.3333333333333339,1.4999999999999991,0.0,1.4999999999999991,3
proportional,7.499999999999996,0.0,0.3333333333333339,7.166666666666659,0.0,7.166666666666659,3
equal,154.1666666666667,0.0,0.0,154.1666666666667,0.0,154.1666666666667,1
equal,51.33333333333333,0.0,1.3333333333333346,49.99999999999999,0.0,49.99999999999999,1
equal,55.500000000000014,0.0,1.3333333333333346,54.16666666666668,0.0,54.16666666666668,1
equal,54.5,0.0,0.33333333333333454,54.16666666666667,0.0,54.16666666666667,1
equal,50.0,0.0,0.0,50.0,0.0,50.0,1
equal,87.5,0.0,0.0,87.5,0.0,87.5,1
equal,54.16666666666666,0.0,0.0,54.16666666666666,0.0,54.16666666666666,1
equal,112.5,0.0,0.0,112.5,0.0,112.5,1
equal,54.5,0.0,0.33333333333333454,54.16666666666667,0.0,54.16666666666667,1
equal,87.5,0.0,0.0,87.5,0.0,87.5,1
equal,117.99999999999997,0.0,1.3333333333333308,116.66666666666664,0.0,116.66666666666664,1
equal,66.99999999999999,0.0,0.33333333333333454,66.66666666666666,0.0,66.66666666666666,1
equal,116.66666666666669,0.0,0.0,116.66666666666669,0.0,116.66666666666669,1
equal,50.333333333333336,0.0,0.33333333333333454,50.0,0.0,50.0,1
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.3333333333333339,0.0,0.3333333333333339,0.0,0.0,0.0,3
shapley,1.3333333333333346,0.0,1.3333333333333346,0.0,0.0,0.0,3
shapley,0.3333333333333339,0.0,0.3333333333333339,0.0,0.0,0.0,3
shapley,0.4999999999999991,0.0,0.3333333333333339,0.16666666666666607,0.0,0.16666666666666607,3
shapley,0.5000000000000003,0.0,0.33333333333333337,0.16666666666666724,0.0,0.16666666666666724,2
shapley,1.3333333333333335,0.0,1.3333333333333335,0.0,0.0,0.0,2
shapley,0.5,0.0,0.33333333333333337,0.16666666666666727,0.0,0.16666666666666727,3
shapley,1.4999999999999996,0.0,1.3333333333333335,0.16666666666666546,0.0,0.16666666666666546,3
shapley,1.4999999999999996,0.0,1.3333333333333335,0.16666666666666546,0.0,0.16666666666666546,3
shapley,0.5,0.0,0.33333333333333337,0.16666666666666638,0.0,0.16666666666666638,3
shapley,0.5000000000000003,0.0,0.33333333333333337,0.16666666666666724,0.0,0.16666666666666724,2
shapley,0.0,0.0,0.0,0.0,0.0,0.0,1
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
proportional,9.0,0.0,0.3333333333333336,8.666666666666666,8.166666666666668,0.5,3
proportional,14.0,0.0,1.333333333333334,12.666666666666664,10.666666666666664,2.0,3
proportional,3.833333333333334,0.0,0.33333333333333304,3.5000000000000018,0.0,3.5000000000000018,3
proportional,2.5,0.0,0.33333333333333304,2.166666666666667,0.0,2.166666666666667,3
proportional,19.5,0.0,1.3333333333333335,18.16666666666667,0.0,18.16666666666667,3
proportional,2.666666666666668,0.0,0.0,2.666666666666668,0.0,2.666666666666668,3
proportional,3.0,2.0,0.33333333333333337,0.6666666666666655,0.0,0.6666666666666655,3
proportional,16.999999999999996,0.0,0.3333333333333339,16.66666666666666,0.0,16.66666666666666,3
proportional,2.5,0.0,0.33333333333333304,2.166666666666667,0.0,2.166666666666667,3
proportional,8.499999999999996,0.0,0.33333333333333337,8.166666666666659,0.0,8.166666666666659,3
proportional,5.5,4.5,0.3333333333333327,0.6666666666666667,0.0,0.6666666666666667,3
proportional,1.5,0.0,1.3333333333333333,0.16666666666666638,0.0,0.16666666666666638,3
proportional,2.0,0.6666666666666667,1.3333333333333346,0.0,0.0,0.0,3
proportional,2.0,0.6666666666666667,1.3333333333333346,0.0,0.0,0.0,3
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,1
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,1
shapley,0.0,0.0,0.0,0.0,0.0,0.0,1
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,1
shapley,1.4999999999999996,0.0,1.3333333333333335,0.16666666666666546,0.0,0.16666666666666546,3
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,0.3333333333333342,0.0,0.3333333333333342,0.0,0.0,0.0,2
shapley,0.3333333333333342,0.0,0.3333333333333342,0.0,0.0,0.0,2
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,0.3333333333333342,0.0,0.3333333333333342,0.0,0.0,0.0,2
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,1
shapley,0.4999999999999991,0.0,0.3333333333333339,0.16666666666666607,0.0,0.16666666666666607,2
shapley,0.49999999999999967,0.0,0.3333333333333341,0.16666666666666757,0.0,0.16666666666666757,1
shapley,0.3333333333333339,0.0,0.3333333333333339,0.0,0.0,0.0,3
shapley,1.3333333333333344,0.0,1.333333333333334,4.930380657631324e-32,0.0,4.930380657631324e-32,3
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,3
shapley,0.5,0.0,0.33333333333333304,0.16666666666666652,0.0,0.16666666666666652,3
shapley,0.5,0.0,0.3333333333333333,0.16666666666666635,0.0,0.16666666666666635,3
shapley,0.5,0.0,0.3333333333333333,0.16666666666666635,0.0,0.16666666666666635,3
shapley,0.5000000000000003,0.0,0.3333333333333333,0.16666666666666727,0.0,0.16666666666666727,3
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,0.5,0.0,0.3333333333333336,0.1666666666666671,0.0,0.1666666666666671,3
shapley,0.3333333333333342,0.0,0.3333333333333342,0.0,0.0,0.0,3
shapley,0.5,0.0,0.3333333333333342,0.1666666666666668,0.0,0.1666666666666668,3
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,0.5,0.0,0.33333333333333365,0.16666666666666713,0.0,0.16666666666666713,3
shapley,0.49999999999999967,0.0,0.3333333333333341,0.16666666666666757,0.0,0.16666666666666757,3
proportional,27.500000000000007,0.0,1.3333333333333335,26.166666666666682,0.0,26.166666666666682,3
proportional,3.5,0.0,0.33333333333333337,3.1666666666666674,0.0,3.1666666666666674,3
proportional,6.5,0.0,1.3333333333333328,5.166666666666669,0.0,5.166666666666669,3
proportional,1.833333333333333,0.0,1.3333333333333315,0.5000000000000004,0.0,0.5000000000000004,3
proportional,3.5000000000000027,0.0,1.3333333333333321,2.1666666666666696,0.0,2.1666666666666696,3
proportional,18.83333333333334,0.0,0.33333333333333337,18.5,0.0,18.5,3
proportional,19.5,0.0,1.3333333333333321,18.16666666666667,0.0,18.16666666666667,3
proportional,8.499999999999996,0.0,0.3333333333333327,8.166666666666664,0.0,8.166666666666664,3
proportional,5.83333333333333,0.0,1.3333333333333335,4.5,0.0,4.5,3
proportional,1.8333333333333324,0.5,1.3333333333333321,0.0,0.0,0.0,3
proportional,6.833333333333337,0.5,0.33333333333333337,6.0,0.0,6.0,3
proportional,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
proportional,1.8333333333333353,0.0,0.33333333333333337,1.5,0.0,1.5,3
proportional,2.4999999999999987,0.0,0.33333333333333337,2.166666666666664,0.0,2.166666666666664,2
unfair,55.33333333333333,0.0,1.3333333333333333,54.0,0.0,54.0,3
unfair,12.0,10.666666666666666,1.3333333333333346,0.0,0.0,0.0,3
unfair,87.5,0.0,0.0,87.5,0.0,87.5,3
unfair,24.5,0.0,1.3333333333333333,23.166666666666668,0.0,23.166666666666668,3
unfair,87.5,0.0,0.0,87.5,0.0,87.5,3
unfair,87.5,0.0,0.0,87.5,0.0,87.5,3
unfair,29.16666666666667,12.5,0.0,16.66666666666667,0.0,16.66666666666667,3
unfair,22.833333333333332,8.0,1.333333333333334,13.500000000000004,0.0,13.500000000000004,3
unfair,50.0,12.5,0.0,37.5,0.0,37.5,3
unfair,50.0,12.5,0.0,37.5,0.0,37.5,3
unfair,48.499999999999986,0.0,0.33333333333333337,48.16666666666667,0.0,48.16666666666667,3
unfair,9.5,8.0,1.333333333333334,0.16666666666666607,0.0,0.16666666666666607,3
unfair,12.0,10.666666666666666,1.3333333333333346,0.0,0.0,0.0,3
unfair,50.0,12.5,0.0,37.5,0.0,37.5,3
equal,30.5,0.0,1.3333333333333346,29.166666666666664,0.0,29.166666666666664,3
equal,1.3333333333333346,0.0,1.3333333333333346,0.0,0.0,0.0,3
equal,17.0,0.0,0.33333333333333454,16.666666666666664,0.0,16.666666666666664,3
equal,37.83333333333334,0.0,0.33333333333333454,37.50000000000001,0.0,37.50000000000001,3
equal,4.5,0.0,0.33333333333333454,4.166666666666667,0.0,4.166666666666667,3
equal,54.49999999999999,0.0,0.33333333333333454,54.16666666666666,0.0,54.16666666666666,3
equal,16.999999999999993,0.0,0.33333333333333454,16.66666666666666,0.0,16.66666666666666,3
equal,4.4999999999999964,0.0,0.33333333333333454,4.166666666666663,0.0,4.166666666666663,3
equal,16.999999999999993,0.0,0.33333333333333454,16.66666666666666,0.0,16.66666666666666,3
equal,4.5,0.0,0.33333333333333454,4.166666666666667,0.0,4.166666666666667,3
equal,79.49999999999999,0.0,0.33333333333333454,79.16666666666666,0.0,79.16666666666666,2
equal,30.5,0.0,1.3333333333333346,29.166666666666664,0.0,29.166666666666664,3
equal,12.833333333333337,0.0,0.33333333333333454,12.500000000000004,0.0,12.500000000000004,3
equal,13.833333333333329,0.0,1.3333333333333346,12.499999999999996,0.0,12.499999999999996,3
equal,1.3333333333333346,0.0,1.3333333333333346,0.0,0.0,0.0,3
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,3
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,3
equal,18.0,0.0,1.3333333333333346,16.666666666666664,0.0,16.666666666666664,3
equal,4.5,0.0,0.33333333333333454,4.166666666666667,0.0,4.166666666666667,3
equal,16.999999999999993,0.0,0.33333333333333454,16.66666666666666,0.0,16.66666666666666,3
equal,4.4999999999999964,0.0,0.33333333333333454,4.166666666666663,0.0,4.166666666666663,3
equal,16.999999999999993,0.0,0.33333333333333454,16.66666666666666,0.0,16.66666666666666,3
equal,5.5,0.0,1.3333333333333346,4.166666666666666,0.0,4.166666666666666,3
equal,18.0,0.0,1.3333333333333346,16.666666666666664,0.0,16.666666666666664,3
equal,16.66666666666666,0.0,0.0,16.66666666666666,0.0,16.66666666666666,3
equal,18.000000000000004,0.0,1.3333333333333346,16.66666666666667,0.0,16.66666666666667,3
equal,16.999999999999993,0.0,0.33333333333333454,16.66666666666666,0.0,16.66666666666666,3
equal,18.0,0.0,1.3333333333333346,16.666666666666664,0.0,16.666666666666664,3
shapley,0.5,0.0,0.3333333333333327,0.16666666666666666,0.0,0.16666666666666666,3
shapley,1.5000000000000004,0.0,1.3333333333333326,0.16666666666666669,0.0,0.16666666666666669,3
shapley,0.5,0.0,0.3333333333333333,0.16666666666666635,0.0,0.16666666666666635,3
shapley,1.3333333333333344,0.0,1.333333333333334,4.930380657631324e-32,0.0,4.930380657631324e-32,3
shapley,0.5,0.0,0.3333333333333333,0.16666666666666635,0.0,0.16666666666666635,3
shapley,1.3333333333333335,0.0,1.3333333333333335,0.0,0.0,0.0,3
shapley,1.5000000000000004,0.0,1.3333333333333326,0.16666666666666669,0.0,0.16666666666666669,3
shapley,1.3333333333333335,0.0,1.3333333333333335,0.0,0.0,0.0,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.5000000000000018,0.0,0.33333333333333215,0.16666666666666785,0.0,0.16666666666666785,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.0,0.0,0.0,0.0,0.0,0.0,3
shapley,0.5000000000000003,0.0,0.3333333333333333,0.16666666666666727,0.0,0.16666666666666727,3
shapley,0.5000000000000003,0.0,0.3333333333333333,0.16666666666666727,0.0,0.16666666666666727,3
unfair,50.0,12.5,0.0,37.5,0.0,37.5,1
unfair,16.666666666666664,0.0,0.0,16.666666666666664,0.0,16.666666666666664,1
unfair,81.0,0.0,0.33333333333333337,80.66666666666667,0.0,80.66666666666667,1
unfair,54.16666666666666,0.0,0.0,54.16666666666666,0.0,54.16666666666666,1
unfair,163.83333333333337,0.0,0.33333333333333337,163.5,0.0,163.5,1
unfair,103.49999999999999,0.0,0.33333333333333337,103.16666666666667,0.0,103.16666666666667,1
unfair,128.5,0.0,0.33333333333333337,128.16666666666669,0.0,128.16666666666669,1
unfair,48.499999999999986,0.0,0.33333333333333337,48.16666666666667,0.0,48.16666666666667,2
unfair,93.5,0.0,0.33333333333333337,93.16666666666669,0.0,93.16666666666669,1
unfair,18.5,0.0,0.33333333333333337,18.166666666666675,0.0,18.166666666666675,1
unfair,210.5,0.0,0.33333333333333337,210.16666666666669,0.0,210.16666666666669,1
unfair,54.16666666666666,0.0,0.0,54.16666666666666,0.0,54.16666666666666,1
unfair,171.0,0.0,0.33333333333333337,170.66666666666669,0.0,170.66666666666669,1
unfair,173.5,0.0,0.33333333333333337,173.1666666666667,0.0,173.1666666666667,1
shapley,0.5000000000000003,0.0,0.3333333333333333,0.16666666666666727,0.0,0.16666666666666727,3
